,artist,song,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
5074,Dawn Landes,Dark Eyes,0.669,0.2,11,-14.929,1,0.0302,0.885,1.51e-05,0.0922,0.409,81.143,audio_features,40H88OKvL99rjWCCTor37l,spotify:track:40H88OKvL99rjWCCTor37l,https://api.spotify.com/v1/tracks/40H88OKvL99rjWCCTor37l,https://api.spotify.com/v1/audio-analysis/40H88OKvL99rjWCCTor37l,282253,4
5075,The Zombies,Time of the Season - Mono Version,0.537,0.7,4,-6.852,0,0.0366,0.142,1.58e-06,0.383,0.695,117.111,audio_features,7b8sMwln1EgacjPY1GvhC5,spotify:track:7b8sMwln1EgacjPY1GvhC5,https://api.spotify.com/v1/tracks/7b8sMwln1EgacjPY1GvhC5,https://api.spotify.com/v1/audio-analysis/7b8sMwln1EgacjPY1GvhC5,214027,4
5076,Billy Gibbons & Co.,Oh Well,0.673,0.658,11,-7.07,0,0.033,0.0772,0.177,0.124,0.802,104.486,audio_features,081NBMb6osCXINeOt3aLXk,spotify:track:081NBMb6osCXINeOt3aLXk,https://api.spotify.com/v1/tracks/081NBMb6osCXINeOt3aLXk,https://api.spotify.com/v1/audio-analysis/081NBMb6osCXINeOt3aLXk,283027,4
5077,T-Bone Walker,T-Bone Blues,0.541,0.283,0,-13.659,1,0.0527,0.805,0.0367,0.0736,0.564,76.828,audio_features,3DjwjAUPT4zvIu6ZzcgLGJ,spotify:track:3DjwjAUPT4zvIu6ZzcgLGJ,https://api.spotify.com/v1/tracks/3DjwjAUPT4zvIu6ZzcgLGJ,https://api.spotify.com/v1/audio-analysis/3DjwjAUPT4zvIu6ZzcgLGJ,228627,4
5078,The Motels,Remember The Nights - Remastered,0.627,0.855,9,-3.843,1,0.0354,0.0436,5.86e-06,0.121,0.817,130.688,audio_features,1q0xGWDFfePE8JeBy97tw1,spotify:track:1q0xGWDFfePE8JeBy97tw1,https://api.spotify.com/v1/tracks/1q0xGWDFfePE8JeBy97tw1,https://api.spotify.com/v1/audio-analysis/1q0xGWDFfePE8JeBy97tw1,193493,4
5079,Blind Willie Johnson,John the Revelator,0.738,0.334,9,-12.972,0,0.27,0.995,0.0675,0.564,0.503,125.6,audio_features,3MCRz5li4Sp6SKfz2tqxn0,spotify:track:3MCRz5li4Sp6SKfz2tqxn0,https://api.spotify.com/v1/tracks/3MCRz5li4Sp6SKfz2tqxn0,https://api.spotify.com/v1/audio-analysis/3MCRz5li4Sp6SKfz2tqxn0,196533,4
5080,Blind Willie Johnson,Nobody's Fault But Mine,0.525,0.142,7,-15.533,0,0.0498,0.977,1.73e-05,0.135,0.606,169.019,audio_features,6Yxdi1HGGSfGW0GijToBiY,spotify:track:6Yxdi1HGGSfGW0GijToBiY,https://api.spotify.com/v1/tracks/6Yxdi1HGGSfGW0GijToBiY,https://api.spotify.com/v1/audio-analysis/6Yxdi1HGGSfGW0GijToBiY,190533,4
5081,Best Coast,The Only Place,0.544,0.809,7,-6.507,1,0.0295,0.00135,0.000386,0.114,0.753,105.469,audio_features,3uTSIT4MVdyV7tIDviP9Cd,spotify:track:3uTSIT4MVdyV7tIDviP9Cd,https://api.spotify.com/v1/tracks/3uTSIT4MVdyV7tIDviP9Cd,https://api.spotify.com/v1/audio-analysis/3uTSIT4MVdyV7tIDviP9Cd,162634,4
5082,Dex Romweber,Blues That Defy My Soul,0.438,0.807,7,-4.661,1,0.0351,0.000502,0,0.116,0.522,133.227,audio_features,73CtDKgLdvgpRylpBVDd7O,spotify:track:73CtDKgLdvgpRylpBVDd7O,https://api.spotify.com/v1/tracks/73CtDKgLdvgpRylpBVDd7O,https://api.spotify.com/v1/audio-analysis/73CtDKgLdvgpRylpBVDd7O,157267,4
5083,Dex Romweber,The 309,0.504,0.936,9,-4.457,0,0.0423,0.000124,1.12e-06,0.369,0.902,101.595,audio_features,2U2ZtFELINytEGIL3DYrrq,spotify:track:2U2ZtFELINytEGIL3DYrrq,https://api.spotify.com/v1/tracks/2U2ZtFELINytEGIL3DYrrq,https://api.spotify.com/v1/audio-analysis/2U2ZtFELINytEGIL3DYrrq,117027,4
5084,Dex Romweber,Rockin' Dead Man,0.546,0.991,2,-3.479,1,0.0914,0.0243,3.94e-05,0.42,0.548,119.403,audio_features,3JOlqu1BsUWoCtfUGV0YUI,spotify:track:3JOlqu1BsUWoCtfUGV0YUI,https://api.spotify.com/v1/tracks/3JOlqu1BsUWoCtfUGV0YUI,https://api.spotify.com/v1/audio-analysis/3JOlqu1BsUWoCtfUGV0YUI,100627,4
5085,Dex Romweber,I've Lost My Heart To You,0.219,0.746,2,-5.397,1,0.0338,0.000423,2.01e-06,0.121,0.586,211.66,audio_features,5MPPTZHEqyVwRE3QkTQWIj,spotify:track:5MPPTZHEqyVwRE3QkTQWIj,https://api.spotify.com/v1/tracks/5MPPTZHEqyVwRE3QkTQWIj,https://api.spotify.com/v1/audio-analysis/5MPPTZHEqyVwRE3QkTQWIj,169000,3
5086,Richard Ashcroft,Born Again,0.572,0.856,6,-4.685,1,0.0291,0.0167,3.4e-06,0.141,0.359,116.961,audio_features,6HoYxtKvFUtG3japfBJEcR,spotify:track:6HoYxtKvFUtG3japfBJEcR,https://api.spotify.com/v1/tracks/6HoYxtKvFUtG3japfBJEcR,https://api.spotify.com/v1/audio-analysis/6HoYxtKvFUtG3japfBJEcR,297293,4
5087,Richard Ashcroft,Beatitudes,0.595,0.853,11,-3.781,0,0.039,2.36e-05,0.00816,0.0669,0.917,117.003,audio_features,7nj34LMh1o77N41dE9US0m,spotify:track:7nj34LMh1o77N41dE9US0m,https://api.spotify.com/v1/tracks/7nj34LMh1o77N41dE9US0m,https://api.spotify.com/v1/audio-analysis/7nj34LMh1o77N41dE9US0m,266053,4
5088,Ryan Adams,Dirty Rain,0.658,0.249,9,-13.423,1,0.055,0.404,0.00109,0.112,0.082,121.484,audio_features,3XVLfJbADi7F1p5Rh1UTGw,spotify:track:3XVLfJbADi7F1p5Rh1UTGw,https://api.spotify.com/v1/tracks/3XVLfJbADi7F1p5Rh1UTGw,https://api.spotify.com/v1/audio-analysis/3XVLfJbADi7F1p5Rh1UTGw,258973,4
5089,Sahara Smith,Twilight Red,0.419,0.161,7,-15.669,0,0.0307,0.599,0.0296,0.116,0.0381,58.914,audio_features,7MprptdhhQ2eLfh8VUUvy8,spotify:track:7MprptdhhQ2eLfh8VUUvy8,https://api.spotify.com/v1/tracks/7MprptdhhQ2eLfh8VUUvy8,https://api.spotify.com/v1/audio-analysis/7MprptdhhQ2eLfh8VUUvy8,275880,4
5090,Dave Alvin,East Texas Blues,0.473,0.393,2,-14.841,0,0.0409,0.615,0.0388,0.123,0.585,125.388,audio_features,3YoLBnSi5sURPZ0cA3lcpl,spotify:track:3YoLBnSi5sURPZ0cA3lcpl,https://api.spotify.com/v1/tracks/3YoLBnSi5sURPZ0cA3lcpl,https://api.spotify.com/v1/audio-analysis/3YoLBnSi5sURPZ0cA3lcpl,247307,4
5091,The Blasters,Dark Night,0.597,0.73,9,-7.48,1,0.0346,0.00895,0.017,0.122,0.507,129.746,audio_features,3dKGK0ALdWHldGJEXpwt3K,spotify:track:3dKGK0ALdWHldGJEXpwt3K,https://api.spotify.com/v1/tracks/3dKGK0ALdWHldGJEXpwt3K,https://api.spotify.com/v1/audio-analysis/3dKGK0ALdWHldGJEXpwt3K,231467,4
5092,The Blasters,American Music,0.455,0.918,4,-8.666,1,0.0527,0.00706,0.0399,0.278,0.97,192.586,audio_features,0NsEEXFLXDNjpgBwRZ143g,spotify:track:0NsEEXFLXDNjpgBwRZ143g,https://api.spotify.com/v1/tracks/0NsEEXFLXDNjpgBwRZ143g,https://api.spotify.com/v1/audio-analysis/0NsEEXFLXDNjpgBwRZ143g,127627,4
5093,Ray Wylie Hubbard,Henhouse,0.741,0.71,2,-7.872,1,0.0323,0.592,0,0.202,0.969,127.44,audio_features,5BKc9bou1y1JQKO57tphnk,spotify:track:5BKc9bou1y1JQKO57tphnk,https://api.spotify.com/v1/tracks/5BKc9bou1y1JQKO57tphnk,https://api.spotify.com/v1/audio-analysis/5BKc9bou1y1JQKO57tphnk,272160,4
5094,Steppenwolf,Power Play,0.443,0.647,0,-12.771,1,0.0625,0.574,0.000277,0.142,0.512,126.073,audio_features,68qaBhUdcE7paMpnPbdqaj,spotify:track:68qaBhUdcE7paMpnPbdqaj,https://api.spotify.com/v1/tracks/68qaBhUdcE7paMpnPbdqaj,https://api.spotify.com/v1/audio-analysis/68qaBhUdcE7paMpnPbdqaj,326960,4
5095,Ten Years After,I Woke Up This Morning - 2004 Remastered Version,0.328,0.721,9,-6.45,1,0.0393,0.416,0.658,0.209,0.825,174.417,audio_features,0Ex7ad6S7qMo2Lfku54QkK,spotify:track:0Ex7ad6S7qMo2Lfku54QkK,https://api.spotify.com/v1/tracks/0Ex7ad6S7qMo2Lfku54QkK,https://api.spotify.com/v1/audio-analysis/0Ex7ad6S7qMo2Lfku54QkK,330907,3
5096,Ten Years After,Good Morning Little Schoolgirl - 2004 Remastered Version,0.414,0.69,11,-8.655,0,0.03,0.0359,0.763,0.108,0.63,133.316,audio_features,6xL2lCpklzvhR6sCNNWUDu,spotify:track:6xL2lCpklzvhR6sCNNWUDu,https://api.spotify.com/v1/tracks/6xL2lCpklzvhR6sCNNWUDu,https://api.spotify.com/v1/audio-analysis/6xL2lCpklzvhR6sCNNWUDu,430133,4
5097,Ten Years After,Choo Choo Mama,0.272,0.879,11,-10.367,0,0.0494,0.563,0.0163,0.41,0.689,163.501,audio_features,3IW5yXaiGrGqLCCBTCSdFa,spotify:track:3IW5yXaiGrGqLCCBTCSdFa,https://api.spotify.com/v1/tracks/3IW5yXaiGrGqLCCBTCSdFa,https://api.spotify.com/v1/audio-analysis/3IW5yXaiGrGqLCCBTCSdFa,242307,4
5098,Jet,Cold Hard Bitch,0.458,0.895,2,-3.972,1,0.0681,0.000219,0.000394,0.106,0.357,130.327,audio_features,5u6fnmRO5V0PTl5M2Eekeu,spotify:track:5u6fnmRO5V0PTl5M2Eekeu,https://api.spotify.com/v1/tracks/5u6fnmRO5V0PTl5M2Eekeu,https://api.spotify.com/v1/audio-analysis/5u6fnmRO5V0PTl5M2Eekeu,243200,4
5099,Savoy Brown,Tell Mama,0.527,0.687,2,-9.764,1,0.0541,0.0341,0.000633,0.07,0.672,133.465,audio_features,53g0wWZkXPiQPjqVuZ5TFS,spotify:track:53g0wWZkXPiQPjqVuZ5TFS,https://api.spotify.com/v1/tracks/53g0wWZkXPiQPjqVuZ5TFS,https://api.spotify.com/v1/audio-analysis/53g0wWZkXPiQPjqVuZ5TFS,323733,4
5100,The Brothers Johnson,Strawberry Letter 23,0.699,0.83,7,-5.364,0,0.05,0.195,0.00245,0.113,0.71,90.942,audio_features,6UCdV0VCiHeutFvdiP2xQ9,spotify:track:6UCdV0VCiHeutFvdiP2xQ9,https://api.spotify.com/v1/tracks/6UCdV0VCiHeutFvdiP2xQ9,https://api.spotify.com/v1/audio-analysis/6UCdV0VCiHeutFvdiP2xQ9,299773,4
5101,Jonathan Edwards,Shanty,0.557,0.411,7,-14.81,1,0.0718,0.35,1.39e-05,0.172,0.832,112.289,audio_features,0ls8fZkcTcw4po3Ne0En2V,spotify:track:0ls8fZkcTcw4po3Ne0En2V,https://api.spotify.com/v1/tracks/0ls8fZkcTcw4po3Ne0En2V,https://api.spotify.com/v1/audio-analysis/0ls8fZkcTcw4po3Ne0En2V,155733,4
5102,Barrett Strong,Money (That's What I Want),0.696,0.696,5,-10.518,1,0.0347,0.186,0,0.115,0.965,133.4,audio_features,4QGGBGydzzc3q6yYjDM1dM,spotify:track:4QGGBGydzzc3q6yYjDM1dM,https://api.spotify.com/v1/tracks/4QGGBGydzzc3q6yYjDM1dM,https://api.spotify.com/v1/audio-analysis/4QGGBGydzzc3q6yYjDM1dM,156240,4
5103,J.B. Lenoir,Worried About My Baby,0.513,0.26,9,-13.115,1,0.0607,0.935,0.00843,0.154,0.74,80.537,audio_features,3e6iNiUs10CbGZCaQ5v2Zp,spotify:track:3e6iNiUs10CbGZCaQ5v2Zp,https://api.spotify.com/v1/tracks/3e6iNiUs10CbGZCaQ5v2Zp,https://api.spotify.com/v1/audio-analysis/3e6iNiUs10CbGZCaQ5v2Zp,164146,4
5104,Willie Nelson,Heartbreak Hotel,0.642,0.886,2,-7.783,1,0.0531,0.0344,3.28e-06,0.276,0.736,97.347,audio_features,4oJmwv778Ed43iscaORFOU,spotify:track:4oJmwv778Ed43iscaORFOU,https://api.spotify.com/v1/tracks/4oJmwv778Ed43iscaORFOU,https://api.spotify.com/v1/audio-analysis/4oJmwv778Ed43iscaORFOU,180693,4
5105,Tom Petty,Handle With Care,0.411,0.689,7,-6.161,1,0.0361,0.179,0,0.801,0.659,122.01,audio_features,0w5H7p7PCao3yLOoxQMJgg,spotify:track:0w5H7p7PCao3yLOoxQMJgg,https://api.spotify.com/v1/tracks/0w5H7p7PCao3yLOoxQMJgg,https://api.spotify.com/v1/audio-analysis/0w5H7p7PCao3yLOoxQMJgg,197587,4
5106,Tom Waits,Make It Rain,0.604,0.437,11,-8.95,0,0.0534,0.843,5e-05,0.127,0.575,88.929,audio_features,2ruGAw5TPQFZeVzVmKlkwA,spotify:track:2ruGAw5TPQFZeVzVmKlkwA,https://api.spotify.com/v1/tracks/2ruGAw5TPQFZeVzVmKlkwA,https://api.spotify.com/v1/audio-analysis/2ruGAw5TPQFZeVzVmKlkwA,219773,4
5107,The Boxer Rebellion,The Runner,0.372,0.751,10,-6.752,1,0.0337,0.000192,0.000189,0.0776,0.295,80.312,audio_features,48jv8wlOTHaptBrKGX37vi,spotify:track:48jv8wlOTHaptBrKGX37vi,https://api.spotify.com/v1/tracks/48jv8wlOTHaptBrKGX37vi,https://api.spotify.com/v1/audio-analysis/48jv8wlOTHaptBrKGX37vi,219000,4
5108,James Taylor,Is That the Way You Look?,0.768,0.443,7,-13.969,1,0.0716,0.302,0,0.139,0.809,119.177,audio_features,0ZO2cyWuY147d7gjtzIZIU,spotify:track:0ZO2cyWuY147d7gjtzIZIU,https://api.spotify.com/v1/tracks/0ZO2cyWuY147d7gjtzIZIU,https://api.spotify.com/v1/audio-analysis/0ZO2cyWuY147d7gjtzIZIU,117667,4
5109,Benmont Tench,Duquesne Whistle,0.683,0.468,7,-12.437,1,0.043,0.735,0.0852,0.117,0.286,95.424,audio_features,1kdVJO3q8oJro8HBn9RP8x,spotify:track:1kdVJO3q8oJro8HBn9RP8x,https://api.spotify.com/v1/tracks/1kdVJO3q8oJro8HBn9RP8x,https://api.spotify.com/v1/audio-analysis/1kdVJO3q8oJro8HBn9RP8x,239893,4
5110,Benmont Tench,"Corrina, Corrina",0.331,0.258,7,-17.132,1,0.0548,0.649,0.669,0.103,0.28,218.34,audio_features,6ZkjMJ7jvPwgZynaIizSdR,spotify:track:6ZkjMJ7jvPwgZynaIizSdR,https://api.spotify.com/v1/tracks/6ZkjMJ7jvPwgZynaIizSdR,https://api.spotify.com/v1/audio-analysis/6ZkjMJ7jvPwgZynaIizSdR,311560,3
5111,Jenny Lewis,The Voyager,0.354,0.356,7,-6.654,1,0.0273,0.53,1.82e-06,0.265,0.15,136.436,audio_features,2jOBv78VYIGrvvmmSTTdkl,spotify:track:2jOBv78VYIGrvvmmSTTdkl,https://api.spotify.com/v1/tracks/2jOBv78VYIGrvvmmSTTdkl,https://api.spotify.com/v1/audio-analysis/2jOBv78VYIGrvvmmSTTdkl,210707,4
5112,Jenny Lewis,Aloha & the Three Johns,0.43,0.834,3,-7.075,1,0.177,0.00941,0.000381,0.373,0.55,131.92,audio_features,0aSM7J5o163paC3opsI774,spotify:track:0aSM7J5o163paC3opsI774,https://api.spotify.com/v1/tracks/0aSM7J5o163paC3opsI774,https://api.spotify.com/v1/audio-analysis/0aSM7J5o163paC3opsI774,244520,4
5113,Jenny Lewis,The New You,0.626,0.582,4,-9.819,1,0.0344,0.0135,6.91e-06,0.501,0.916,113.413,audio_features,6ZtqlEsh4lq0YUVft1YIJq,spotify:track:6ZtqlEsh4lq0YUVft1YIJq,https://api.spotify.com/v1/tracks/6ZtqlEsh4lq0YUVft1YIJq,https://api.spotify.com/v1/audio-analysis/6ZtqlEsh4lq0YUVft1YIJq,207467,4
5114,Jamestown Revival,Revival,0.4,0.657,7,-6.823,1,0.0958,0.486,0,0.0578,0.502,166.167,audio_features,1LTYN9FUOTvXsmBOIttT83,spotify:track:1LTYN9FUOTvXsmBOIttT83,https://api.spotify.com/v1/tracks/1LTYN9FUOTvXsmBOIttT83,https://api.spotify.com/v1/audio-analysis/1LTYN9FUOTvXsmBOIttT83,213880,4
5115,Trigger Hippy,Turpentine,0.379,0.95,4,-4.395,1,0.0638,0.00936,1.75e-05,0.351,0.766,161.607,audio_features,0UjbMreyZra47ada3vVBZk,spotify:track:0UjbMreyZra47ada3vVBZk,https://api.spotify.com/v1/tracks/0UjbMreyZra47ada3vVBZk,https://api.spotify.com/v1/audio-analysis/0UjbMreyZra47ada3vVBZk,271667,4
5116,Imelda May,Gypsy In Me,0.233,0.617,7,-5.265,0,0.035,0.774,0.00119,0.12,0.337,161.094,audio_features,2lXmBbUEuoQpMX9KI38jsA,spotify:track:2lXmBbUEuoQpMX9KI38jsA,https://api.spotify.com/v1/tracks/2lXmBbUEuoQpMX9KI38jsA,https://api.spotify.com/v1/audio-analysis/2lXmBbUEuoQpMX9KI38jsA,274813,3
5117,Imelda May,It's Good To Be Alive,0.513,0.961,2,-1.946,1,0.0491,0.128,2.86e-05,0.105,0.918,167.932,audio_features,7hOxfPBGbG2LUgQRvtCCs1,spotify:track:7hOxfPBGbG2LUgQRvtCCs1,https://api.spotify.com/v1/tracks/7hOxfPBGbG2LUgQRvtCCs1,https://api.spotify.com/v1/audio-analysis/7hOxfPBGbG2LUgQRvtCCs1,229733,4
5118,Elbow,Honey Sun,0.74,0.418,1,-13.295,0,0.0465,0.287,0.001,0.0853,0.549,91.309,audio_features,3ElOtNBEBNDTgyULP9yzFf,spotify:track:3ElOtNBEBNDTgyULP9yzFf,https://api.spotify.com/v1/tracks/3ElOtNBEBNDTgyULP9yzFf,https://api.spotify.com/v1/audio-analysis/3ElOtNBEBNDTgyULP9yzFf,296613,4
5119,Shovels & Rope,Coping Mechanism,0.517,0.856,7,-4.383,1,0.0809,0.183,0,0.165,0.823,119.938,audio_features,6U7dWRlnIpQDnDfhYezy7v,spotify:track:6U7dWRlnIpQDnDfhYezy7v,https://api.spotify.com/v1/tracks/6U7dWRlnIpQDnDfhYezy7v,https://api.spotify.com/v1/audio-analysis/6U7dWRlnIpQDnDfhYezy7v,233270,1
5120,Shovels & Rope,Fish Assassin,0.614,0.754,0,-6.432,0,0.302,0.218,0,0.0768,0.664,99.768,audio_features,5ActupHroiKseNlzI4GEGl,spotify:track:5ActupHroiKseNlzI4GEGl,https://api.spotify.com/v1/tracks/5ActupHroiKseNlzI4GEGl,https://api.spotify.com/v1/audio-analysis/5ActupHroiKseNlzI4GEGl,83953,4
5121,Shovels & Rope,After The Storm,0.519,0.416,7,-6.631,1,0.032,0.117,0,0.0824,0.15,72.284,audio_features,1OKpBfX0ltbEB2pwJC1KAD,spotify:track:1OKpBfX0ltbEB2pwJC1KAD,https://api.spotify.com/v1/tracks/1OKpBfX0ltbEB2pwJC1KAD,https://api.spotify.com/v1/audio-analysis/1OKpBfX0ltbEB2pwJC1KAD,382322,4
5122,Shovels & Rope,Evil,0.601,0.857,2,-4.365,1,0.0862,0.161,0,0.161,0.5,124.929,audio_features,767ei02vXjg4iRqQnrY4Be,spotify:track:767ei02vXjg4iRqQnrY4Be,https://api.spotify.com/v1/tracks/767ei02vXjg4iRqQnrY4Be,https://api.spotify.com/v1/audio-analysis/767ei02vXjg4iRqQnrY4Be,327997,4
5123,Shovels & Rope,The Devil Is All Around,0.524,0.482,7,-4.826,1,0.0259,0.142,0,0.0862,0.331,78.963,audio_features,5zILnyMhgATe9WMFDMhTMe,spotify:track:5zILnyMhgATe9WMFDMhTMe,https://api.spotify.com/v1/tracks/5zILnyMhgATe9WMFDMhTMe,https://api.spotify.com/v1/audio-analysis/5zILnyMhgATe9WMFDMhTMe,242137,4
5124,Parquet Courts,Ducking & Dodging,0.816,0.465,4,-6.857,0,0.788,0.806,2.18e-06,0.343,0.502,117.223,audio_features,4azrBE4swapS2kdOVST5oz,spotify:track:4azrBE4swapS2kdOVST5oz,https://api.spotify.com/v1/tracks/4azrBE4swapS2kdOVST5oz,https://api.spotify.com/v1/audio-analysis/4azrBE4swapS2kdOVST5oz,269347,4
5125,Parquet Courts,Instant Disassembly,0.509,0.623,0,-6.58,0,0.0346,0.279,0.277,0.124,0.96,169.19,audio_features,2OMav965sHnCYsYVKenBGE,spotify:track:2OMav965sHnCYsYVKenBGE,https://api.spotify.com/v1/tracks/2OMav965sHnCYsYVKenBGE,https://api.spotify.com/v1/audio-analysis/2OMav965sHnCYsYVKenBGE,432027,4
5126,Tweedy,Summer Noon,0.874,0.609,6,-7.61,1,0.0293,0.597,0.123,0.0974,0.83,117.517,audio_features,0T9QKuafgipf4DSbAN7JND,spotify:track:0T9QKuafgipf4DSbAN7JND,https://api.spotify.com/v1/tracks/0T9QKuafgipf4DSbAN7JND,https://api.spotify.com/v1/audio-analysis/0T9QKuafgipf4DSbAN7JND,212640,3
5127,Bleachers,I Wanna Get Better,0.446,0.915,9,-6.221,1,0.141,0.00281,3.87e-05,0.218,0.398,190.013,audio_features,1BwhFXqoIsePt21WyWIttb,spotify:track:1BwhFXqoIsePt21WyWIttb,https://api.spotify.com/v1/tracks/1BwhFXqoIsePt21WyWIttb,https://api.spotify.com/v1/audio-analysis/1BwhFXqoIsePt21WyWIttb,204520,4
5128,Chrissie Hynde,Dark Sunglasses,0.728,0.762,3,-4.798,1,0.0401,0.00664,0.00904,0.166,0.795,130.976,audio_features,3iMmkdnhddAQEMxsfWmRji,spotify:track:3iMmkdnhddAQEMxsfWmRji,https://api.spotify.com/v1/tracks/3iMmkdnhddAQEMxsfWmRji,https://api.spotify.com/v1/audio-analysis/3iMmkdnhddAQEMxsfWmRji,185227,4
5129,Lydia Loveless,Wine Lips,0.584,0.755,0,-5.07,1,0.031,0.000166,7.86e-06,0.0899,0.954,119.99,audio_features,7Dw30UvBhjUYqz17s2l1Un,spotify:track:7Dw30UvBhjUYqz17s2l1Un,https://api.spotify.com/v1/tracks/7Dw30UvBhjUYqz17s2l1Un,https://api.spotify.com/v1/audio-analysis/7Dw30UvBhjUYqz17s2l1Un,222400,4
5130,Ex Hex,Don’t Wanna Lose,0.34,0.803,7,-3.397,1,0.0385,0.0247,0,0.138,0.638,167.916,audio_features,4SDkXXkN3SA9cfIyemqp0P,spotify:track:4SDkXXkN3SA9cfIyemqp0P,https://api.spotify.com/v1/tracks/4SDkXXkN3SA9cfIyemqp0P,https://api.spotify.com/v1/audio-analysis/4SDkXXkN3SA9cfIyemqp0P,147467,4
5131,Robert Plant,Rainbow,0.43,0.523,9,-8.937,1,0.0283,0.415,0.356,0.281,0.3,147.93,audio_features,7JTgkvvuAU9XW8IEuBF6qq,spotify:track:7JTgkvvuAU9XW8IEuBF6qq,https://api.spotify.com/v1/tracks/7JTgkvvuAU9XW8IEuBF6qq,https://api.spotify.com/v1/audio-analysis/7JTgkvvuAU9XW8IEuBF6qq,256360,4
5132,Chuck Prophet,Felony Glamour,0.561,0.959,7,-2.603,1,0.0402,0.133,8.43e-05,0.0808,0.583,129.481,audio_features,5EmPs7GaroqhzN874mHvDT,spotify:track:5EmPs7GaroqhzN874mHvDT,https://api.spotify.com/v1/tracks/5EmPs7GaroqhzN874mHvDT,https://api.spotify.com/v1/audio-analysis/5EmPs7GaroqhzN874mHvDT,214756,4
5133,Chuck Prophet,Ford Econoline,0.498,0.936,9,-2.864,1,0.0371,0.00116,5.7e-05,0.125,0.616,124.381,audio_features,1FKS8NRRWur9aPtUelBVDA,spotify:track:1FKS8NRRWur9aPtUelBVDA,https://api.spotify.com/v1/tracks/1FKS8NRRWur9aPtUelBVDA,https://api.spotify.com/v1/audio-analysis/1FKS8NRRWur9aPtUelBVDA,221414,4
5134,Chuck Prophet,Guilty As A Saint,0.454,0.493,7,-5.255,1,0.0257,0.17,1.28e-05,0.311,0.387,147.499,audio_features,19iKONxx2SeiBCiYrYy6xY,spotify:track:19iKONxx2SeiBCiYrYy6xY,https://api.spotify.com/v1/tracks/19iKONxx2SeiBCiYrYy6xY,https://api.spotify.com/v1/audio-analysis/19iKONxx2SeiBCiYrYy6xY,232519,3
5135,Chuck Prophet,Wish Me Luck,0.323,0.727,9,-2.538,1,0.0289,0.0311,0,0.0826,0.511,141.343,audio_features,7z3mChqmE7mVON3JPAI5oo,spotify:track:7z3mChqmE7mVON3JPAI5oo,https://api.spotify.com/v1/tracks/7z3mChqmE7mVON3JPAI5oo,https://api.spotify.com/v1/audio-analysis/7z3mChqmE7mVON3JPAI5oo,217925,4
5136,Leon Russell,Big Lips,0.81,0.897,7,-6.506,1,0.0347,0.366,0.00222,0.127,0.966,146.045,audio_features,13OoLsDxBnFPzT5xshLh9a,spotify:track:13OoLsDxBnFPzT5xshLh9a,https://api.spotify.com/v1/tracks/13OoLsDxBnFPzT5xshLh9a,https://api.spotify.com/v1/audio-analysis/13OoLsDxBnFPzT5xshLh9a,191053,4
5137,Leon Russell,Come On In My Kitchen,0.725,0.724,2,-7.226,1,0.0287,0.297,0.138,0.125,0.668,89.59,audio_features,2SIXYJPUxo34uWtYoO3Op1,spotify:track:2SIXYJPUxo34uWtYoO3Op1,https://api.spotify.com/v1/tracks/2SIXYJPUxo34uWtYoO3Op1,https://api.spotify.com/v1/audio-analysis/2SIXYJPUxo34uWtYoO3Op1,138213,4
5138,Bad Suns,Cardiac Arrest,0.616,0.88,1,-3.59,1,0.042,0.0521,0.000717,0.0539,0.751,94.011,audio_features,1zxXEG06gL5D4AHO2DhLxe,spotify:track:1zxXEG06gL5D4AHO2DhLxe,https://api.spotify.com/v1/tracks/1zxXEG06gL5D4AHO2DhLxe,https://api.spotify.com/v1/audio-analysis/1zxXEG06gL5D4AHO2DhLxe,182518,4
5139,Delta Spirit,Hold My End Up,0.14,0.502,8,-8.228,0,0.0346,0.0293,0.0922,0.101,0.25,156.428,audio_features,4axii4KPIwvTRQ1OwuA4z6,spotify:track:4axii4KPIwvTRQ1OwuA4z6,https://api.spotify.com/v1/tracks/4axii4KPIwvTRQ1OwuA4z6,https://api.spotify.com/v1/audio-analysis/4axii4KPIwvTRQ1OwuA4z6,338581,4
5140,Lykke Li,Gunshot,0.523,0.621,0,-5.535,0,0.032,0.0751,0.00226,0.0895,0.35,106.961,audio_features,5mSjJvTv9l5X2CblEa2ehN,spotify:track:5mSjJvTv9l5X2CblEa2ehN,https://api.spotify.com/v1/tracks/5mSjJvTv9l5X2CblEa2ehN,https://api.spotify.com/v1/audio-analysis/5mSjJvTv9l5X2CblEa2ehN,204160,4
5141,Tom Petty and the Heartbreakers,Forgotten Man,0.625,0.875,10,-5.405,0,0.0276,0.0872,2.38e-05,0.148,0.778,103.03,audio_features,2LpjANuqrysVLtWHqgtuwG,spotify:track:2LpjANuqrysVLtWHqgtuwG,https://api.spotify.com/v1/tracks/2LpjANuqrysVLtWHqgtuwG,https://api.spotify.com/v1/audio-analysis/2LpjANuqrysVLtWHqgtuwG,168960,4
